RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  1380    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  312  392     0     0  con    0  1.0E+00  9.8E-01  8.342E+01  2.758E+06
  313  393     0     0  con    0  1.0E+00  1.2E+00  1.140E+02  2.758E+06
  314  394     0     0  con    0  1.0E+00  2.0E+00  1.256E+02  2.757E+06
  315  395     0     0  con    0  1.0E+00  7.5E-01  7.865E+01  2.757E+06
  316  396     0     0  con    0  1.0E+00  1.6E+00  1.650E+02  2.757E+06
  317  397     0     0  con    0  1.0E+00  2.1E+00  5.427E+02  2.757E+06
  318  398     0     0  con    0  1.0E+00  1.6E+00  2.633E+02  2.757E+06
  319  399     0     0  con    0  1.0E+00  4.7E-01  1.209E+02  2.757E+06
  320  400     0     0  con    0  1.0E+00  1.6E+00  5.075E+02  2.757E+06
  321  401     0     0  con    0  1.0E+00  2.1E+00  1.306E+02  2.757E+06
  322  402     0     0  con    0  1.0E+00  1.4E+00  1.263E+02  2.756E+06
  323  403     0     0  con    0  1.0E+00  4.3E+00  6.424E+02  2.756E+06
  324  404     0     0  con    0  1.0E+00  4.1E+00  5.400E+02  2.756E+06
  325  405     0     0  con    0  1.0E+00  1.9E+00  1.831E+02  2.756E+06
  326  406     0     0  con    0  1.0E+00  8.9E-01  1.777E+02  2.755E+06
  327  407     0     0  con    0  1.0E+00  9.7E+00  2.523E+02  2.755E+06
  328  408     0     0  con    0  1.0E+00  8.0E+00  3.469E+02  2.754E+06
  329  410     0     0  con    1  4.2E-01  5.9E+00  4.572E+02  2.753E+06
  330  412     0     0  con    1  1.4E-01  6.4E+00  5.043E+02  2.752E+06
  331  413     0     0  con    0  1.0E+00  2.5E+00  5.514E+02  2.751E+06
  332  415     0     0  con    1  2.5E-01  2.4E+00  4.781E+02  2.751E+06
  333  416     0     0  con    0  1.0E+00  2.3E+00  2.753E+02  2.749E+06
  334  417     0     0  con    0  1.0E+00  1.7E+00  1.875E+02  2.749E+06
  335  418     0     0  con    0  1.0E+00  1.4E+00  2.060E+02  2.748E+06
  336  419     0     0  con    0  1.0E+00  8.4E-01  1.645E+02  2.748E+06
  337  420     0     0  con    0  1.0E+00  1.3E+00  2.398E+02  2.748E+06
  338  421     0     0  con    0  1.0E+00  1.1E+00  1.830E+02  2.748E+06
  339  422     0     0  con    0  1.0E+00  7.1E-01  1.897E+02  2.747E+06
  340  423     0     0  con    0  1.0E+00  2.0E+00  2.362E+02  2.747E+06
  341  424     0     0  con    0  1.0E+00  2.0E+00  2.522E+02  2.747E+06
  342  425     0     0  con    0  1.0E+00  2.4E+00  3.233E+02  2.746E+06
  343  427     0     0  con    1  3.5E-01  2.7E+00  4.124E+02  2.746E+06
  344  429     0     0  con    1  1.2E-01  2.0E+00  4.323E+02  2.745E+06
  345  430     0     0  con    0  1.0E+00  2.5E+00  2.797E+02  2.745E+06
  346  431     0     0  con    0  1.0E+00  2.6E+00  4.238E+02  2.745E+06
  347  432     0     0  con    0  1.0E+00  1.3E+00  3.134E+02  2.744E+06
  348  433     0     0  con    0  1.0E+00  1.8E+00  3.061E+02  2.744E+06
  349  434     0     0  con    0  1.0E+00  1.3E+00  3.394E+02  2.744E+06
  350  435     0     0  con    0  1.0E+00  5.7E-01  9.934E+01  2.744E+06
  351  436     0     0  con    0  1.0E+00  5.1E-01  8.855E+01  2.744E+06
  352  437     0     0  con    0  1.0E+00  4.9E-01  6.825E+01  2.744E+06
  353  438     0     0  con    0  1.0E+00  3.8E-01  6.869E+01  2.743E+06
  354  439     0     0  con    0  1.0E+00  2.6E-01  5.688E+01  2.743E+06
  355  440     0     0  con    0  1.0E+00  3.8E-01  4.378E+01  2.743E+06
  356  441     0     0  con    0  1.0E+00  3.0E-01  1.035E+02  2.743E+06
  357  442     0     0  con    0  1.0E+00  2.7E-01  4.835E+01  2.743E+06
  358  443     0     0  con    0  1.0E+00  1.7E-01  5.384E+01  2.743E+06
  359  444     0     0  con    0  1.0E+00  2.7E-01  5.098E+01  2.743E+06
  360  445     0     0  con    0  1.0E+00  2.1E-01  3.995E+01  2.743E+06
  361  446     0     0  con    0  1.0E+00  1.8E-01  3.314E+01  2.743E+06
  362  447     0     0  con    0  1.0E+00  3.1E-01  6.379E+01  2.743E+06
  363  448     0     0  con    0  1.0E+00  2.2E-01  3.845E+01  2.743E+06
  364  449     0     0  con    0  1.0E+00  2.9E-01  3.695E+01  2.743E+06
  365  450     0     0  con    0  1.0E+00  2.2E-01  6.327E+01  2.743E+06
  366  451     0     0  con    0  1.0E+00  1.6E-01  2.866E+01  2.743E+06
  367  452     0     0  con    0  1.0E+00  2.4E-01  3.528E+01  2.743E+06
  368  453     0     0  con    0  1.0E+00  2.3E-01  2.903E+01  2.743E+06
  369  454     0     0  con    0  1.0E+00  2.6E-01  4.437E+01  2.743E+06
  370  455     0     0  con    0  1.0E+00  2.6E-01  4.377E+01  2.743E+06
  371  456     0     0  con    0  1.0E+00  5.9E-01  7.373E+01  2.743E+06
  372  457     0     0  con    0  1.0E+00  1.8E-01  5.780E+01  2.743E+06
  373  458     0     0  con    0  1.0E+00  4.1E-01  5.380E+01  2.743E+06
  374  459     0     0  con    0  1.0E+00  6.3E-01  5.809E+01  2.743E+06
  375  460     0     0  con    0  1.0E+00  3.2E-01  6.949E+01  2.743E+06
  376  461     0     0  con    0  1.0E+00  3.3E-01  7.001E+01  2.743E+06
  377  462     0     0  con    0  1.0E+00  2.2E-01  3.047E+01  2.743E+06
  378  463     0     0  con    0  1.0E+00  4.7E-01  6.531E+01  2.743E+06
  379  464     0     0  con    0  1.0E+00  2.5E-01  4.180E+01  2.743E+06
  380  465     0     0  con    0  1.0E+00  2.9E-01  4.183E+01  2.743E+06
  381  466     0     0  con    0  1.0E+00  2.7E-01  3.876E+01  2.743E+06
  382  467     0     0  con    0  1.0E+00  4.6E-01  4.319E+01  2.743E+06
  383  468     0     0  con    0  1.0E+00  4.5E-01  4.160E+01  2.743E+06
  384  469     0     0  con    0  1.0E+00  3.0E-01  5.927E+01  2.743E+06
  385  470     0     0  con    0  1.0E+00  2.6E-01  5.141E+01  2.743E+06
  386  471     0     0  con    0  1.0E+00  6.9E-01  8.171E+01  2.743E+06
  387  472     0     0  con    0  1.0E+00  3.6E-01  5.739E+01  2.743E+06
  388  473     0     0  con    0  1.0E+00  7.3E-01  1.520E+02  2.743E+06
  389  474     0     0  con    0  1.0E+00  1.1E+00  7.148E+01  2.743E+06
  390  475     0     0  con    0  1.0E+00  8.1E-01  1.087E+02  2.743E+06
  391  476     0     0  con    0  1.0E+00  2.0E+00  7.450E+01  2.743E+06
  392  477     0     0  con    0  1.0E+00  2.5E+00  2.145E+02  2.743E+06
  393  478     0     0  con    0  1.0E+00  8.0E-01  8.061E+01  2.743E+06
  394  479     0     0  con    0  1.0E+00  4.1E-01  3.816E+01  2.742E+06
  395  480     0     0  con    0  1.0E+00  1.5E+00  1.083E+02  2.742E+06
  396  481     0     0  con    0  1.0E+00  1.1E+00  1.658E+02  2.742E+06
  397  482     0     0  con    0  1.0E+00  1.2E+00  1.393E+02  2.742E+06
  398  483     0     0  con    0  1.0E+00  2.1E+00  8.783E+01  2.742E+06
  399  484     0     0  con    0  1.0E+00  4.4E+00  1.300E+02  2.742E+06
  400  485     0     0  con    0  1.0E+00  5.6E+00  1.952E+02  2.742E+06
  401  486     0     0  con    0  1.0E+00  2.0E+01  2.674E+02  2.742E+06
  402  487     0     0  con    0  1.0E+00  5.0E+00  2.391E+02  2.741E+06
  403  488     0     0  con    0  1.0E+00  4.9E+00  2.328E+02  2.741E+06
  404  492     0     0  con    3  1.0E+00  4.3E+01  5.454E+02  2.737E+06
  405  496     0     0  con    3  1.0E-01  3.8E+00  3.058E+02  2.737E+06
  406  497     0     0  con    0  1.0E+00  6.1E+00  3.476E+02  2.736E+06
  407  499     0     0  con    1  3.3E-01  4.2E+00  1.762E+02  2.735E+06
  408  501     0     0  con    1  1.6E-01  1.6E+00  2.629E+02  2.735E+06
  409  502     0     0  con    0  1.0E+00  2.4E+00  3.867E+02  2.735E+06
  410  503     0     0  con    0  1.0E+00  9.9E-01  6.485E+02  2.734E+06
  411  505     0     0  con    1  3.9E-01  5.8E-01  2.002E+02  2.734E+06
  412  507     0     0  con    1  4.7E-01  9.4E-01  2.038E+02  2.734E+06
  413  508     0     0  con    0  1.0E+00  6.8E-01  7.748E+01  2.734E+06
  414  509     0     0  con    0  1.0E+00  6.7E-01  1.131E+02  2.734E+06
  415  511     0     0  con    1  3.7E-01  2.1E-01  9.297E+01  2.734E+06
  416  512     0     0  con    0  1.0E+00  8.2E-01  1.833E+02  2.734E+06
  417  513     0     0  con    0  1.0E+00  4.8E-01  1.072E+02  2.734E+06
  418  514     0     0  con    0  1.0E+00  5.3E-01  6.575E+01  2.734E+06
  419  515     0     0  con    0  1.0E+00  5.5E-01  7.391E+01  2.734E+06
  420  516     0     0  con    0  1.0E+00  3.9E-01  4.888E+01  2.734E+06
  421  517     0     0  con    0  1.0E+00  4.9E-01  4.755E+01  2.734E+06
  422  518     0     0  con    0  1.0E+00  2.9E-01  4.956E+01  2.734E+06
  423  519     0     0  con    0  1.0E+00  4.7E-01  4.760E+01  2.733E+06
  424  520     0     0  con    0  1.0E+00  2.2E-01  5.545E+01  2.733E+06
  425  521     0     0  con    0  1.0E+00  3.7E-01  5.699E+01  2.733E+06
  426  522     0     0  con    0  1.0E+00  3.3E-01  1.388E+02  2.733E+06
  427  523     0     0  con    0  1.0E+00  2.9E-01  7.816E+01  2.733E+06
  428  524     0     0  con    0  1.0E+00  1.7E-01  8.395E+01  2.733E+06
  429  525     0     0  con    0  1.0E+00  2.9E-01  9.645E+01  2.733E+06
  430  526     0     0  con    0  1.0E+00  4.1E-01  1.355E+02  2.733E+06
  431  527     0     0  con    0  1.0E+00  5.6E-01  6.877E+01  2.733E+06
  432  528     0     0  con    0  1.0E+00  2.6E-01  4.267E+01  2.733E+06
  433  529     0     0  con    0  1.0E+00  4.1E-01  4.474E+02  2.733E+06
  434  531     0     0  con    1  1.9E-01  1.6E-01  4.762E+01  2.733E+06
  435  532     0     0  con    0  1.0E+00  1.3E-01  4.016E+01  2.733E+06
  436  533     0     0  con    0  1.0E+00  3.1E-01  5.771E+01  2.733E+06
  437  534     0     0  con    0  1.0E+00  3.6E-01  6.066E+01  2.733E+06
  438  535     0     0  con    0  1.0E+00  4.8E-01  5.196E+01  2.733E+06
  439  536     0     0  con    0  1.0E+00  4.0E-01  6.301E+01  2.733E+06
  440  537     0     0  con    0  1.0E+00  4.1E-01  7.486E+01  2.733E+06
  441  538     0     0  con    0  1.0E+00  6.8E-01  8.934E+01  2.733E+06
  442  539     0     0  con    0  1.0E+00  4.8E-01  9.685E+01  2.733E+06
  443  540     0     0  con    0  1.0E+00  9.5E-01  1.052E+02  2.733E+06
  444  541     0     0  con    0  1.0E+00  7.5E-01  1.126E+02  2.733E+06
  445  543     0     0  con    1  4.3E-01  1.2E+00  1.353E+02  2.733E+06
  446  544     0     0  con    0  1.0E+00  4.6E-01  9.208E+01  2.733E+06
  447  545     0     0  con    0  1.0E+00  5.3E-01  1.356E+02  2.733E+06
  448  546     0     0  con    0  1.0E+00  1.9E+00  2.573E+02  2.732E+06
  449  548     0     0  con    1  3.6E-01  8.9E-01  3.178E+02  2.732E+06
  450  549     0     0  con    0  1.0E+00  4.1E-01  2.173E+02  2.732E+06
  451  550     0     0  con    0  1.0E+00  8.8E-01  1.825E+02  2.732E+06
  452  551     0     0  con    0  1.0E+00  2.6E+00  2.805E+02  2.732E+06
  453  552     0     0  con    0  1.0E+00  6.6E-01  9.604E+01  2.732E+06
  454  553     0     0  con    0  1.0E+00  7.2E-01  7.601E+01  2.732E+06
  455  554     0     0  con    0  1.0E+00  9.5E-01  2.907E+02  2.731E+06
  456  555     0     0  con    0  1.0E+00  6.8E-01  1.155E+02  2.731E+06
  457  556     0     0  con    0  1.0E+00  6.7E-01  1.789E+02  2.731E+06
  458  557     0     0  con    0  1.0E+00  1.8E+00  2.052E+02  2.731E+06
  459  558     0     0  con    0  1.0E+00  1.2E+00  2.998E+02  2.731E+06
  460  559     0     0  con    0  1.0E+00  1.8E+00  3.587E+02  2.730E+06
  461  561     0     0  con    1  4.2E-01  1.8E+00  2.946E+02  2.730E+06
  462  562     0     0  con    0  1.0E+00  1.8E+00  2.694E+02  2.730E+06
  463  563     0     0  con    0  1.0E+00  2.8E+00  3.666E+02  2.729E+06
  464  564     0     0  con    0  1.0E+00  1.8E+00  5.822E+02  2.728E+06
  465  565     0     0  con    0  1.0E+00  2.1E+00  4.004E+02  2.728E+06
  466  566     0     0  con    0  1.0E+00  8.5E-01  2.183E+02  2.727E+06
  467  567     0     0  con    0  1.0E+00  1.1E+00  1.545E+02  2.727E+06
  468  568     0     0  con    0  1.0E+00  2.1E+00  1.798E+02  2.727E+06
  469  569     0     0  con    0  1.0E+00  1.2E+00  3.537E+02  2.726E+06
  470  570     0     0  con    0  1.0E+00  1.3E+00  1.543E+02  2.726E+06
  471  571     0     0  con    0  1.0E+00  1.1E+00  4.718E+02  2.726E+06
  472  572     0     0  con    0  1.0E+00  1.0E+00  1.963E+02  2.726E+06
  473  573     0     0  con    0  1.0E+00  9.5E-01  1.896E+02  2.725E+06
  474  574     0     0  con    0  1.0E+00  3.1E+00  2.736E+02  2.725E+06
  475  575     0     0  con    0  1.0E+00  1.2E+00  5.710E+02  2.724E+06
  476  576     0     0  con    0  1.0E+00  1.6E+00  1.995E+02  2.724E+06
  477  577     0     0  con    0  1.0E+00  3.1E+00  2.490E+02  2.724E+06
  478  578     0     0  con    0  1.0E+00  1.2E+00  2.215E+02  2.723E+06
  479  579     0     0  con    0  1.0E+00  1.7E+00  4.641E+02  2.722E+06
  480  580     0     0  con    0  1.0E+00  1.8E+00  2.714E+02  2.722E+06
  481  581     0     0  con    0  1.0E+00  1.6E+00  3.128E+02  2.721E+06
  482  582     0     0  con    0  1.0E+00  1.0E+00  1.677E+02  2.721E+06
  483  583     0     0  con    0  1.0E+00  9.9E-01  2.570E+02  2.721E+06
  484  584     0     0  con    0  1.0E+00  1.6E+00  1.907E+02  2.720E+06
  485  585     0     0  con    0  1.0E+00  2.0E+00  2.314E+02  2.720E+06
  486  586     0     0  con    0  1.0E+00  1.3E+00  3.366E+02  2.720E+06
  487  587     0     0  con    0  1.0E+00  1.4E+00  4.891E+02  2.719E+06
  488  588     0     0  con    0  1.0E+00  1.0E+00  1.512E+02  2.719E+06
  489  589     0     0  con    0  1.0E+00  7.7E-01  7.718E+02  2.719E+06
  490  592     0     0  con    2  5.2E-02  2.7E-01  1.618E+02  2.719E+06
  491  593     0     0  con    0  1.0E+00  5.4E-01  1.287E+02  2.719E+06
  492  594     0     0  con    0  1.0E+00  4.7E-01  1.555E+02  2.718E+06
  493  595     0     0  con    0  1.0E+00  5.5E-01  1.446E+02  2.718E+06
  494  596     0     0  con    0  1.0E+00  4.4E-01  1.079E+02  2.718E+06
  495  597     0     0  con    0  1.0E+00  6.8E-01  1.020E+02  2.718E+06
  496  598     0     0  con    0  1.0E+00  6.0E-01  1.402E+02  2.718E+06
  497  599     0     0  con    0  1.0E+00  4.7E-01  8.163E+01  2.718E+06
  498  600     0     0  con    0  1.0E+00  2.9E-01  8.796E+01  2.718E+06
  499  601     0     0  con    0  1.0E+00  5.7E-01  1.077E+02  2.718E+06
  500  602     0     0  con    0  1.0E+00  5.9E-01  9.489E+01  2.718E+06
  501  603     0     0  con    0  1.0E+00  6.4E-01  8.902E+01  2.718E+06
  502  604     0     0  con    0  1.0E+00  9.5E-01  1.704E+02  2.718E+06
  503  605     0     0  con    0  1.0E+00  5.6E-01  1.261E+02  2.718E+06
  504  606     0     0  con    0  1.0E+00  1.2E+00  1.173E+02  2.718E+06
  505  607     0     0  con    0  1.0E+00  1.4E+00  1.303E+02  2.717E+06
  506  608     0     0  con    0  1.0E+00  1.2E+00  2.238E+02  2.717E+06
  507  610     0     0  con    1  4.0E-01  7.4E-01  3.625E+02  2.717E+06
  508  611     0     0  con    0  1.0E+00  1.5E+00  1.927E+02  2.717E+06
  509  612     0     0  con    0  1.0E+00  2.4E+00  2.874E+02  2.717E+06
  510  613     0     0  con    0  1.0E+00  1.1E+00  1.984E+02  2.716E+06
  511  614     0     0  con    0  1.0E+00  1.7E+00  3.694E+02  2.716E+06
  512  615     0     0  con    0  1.0E+00  1.8E+00  3.598E+02  2.716E+06
  513  617     0     0  con    1  2.8E-01  6.8E-01  1.706E+02  2.716E+06
  514  618     0     0  con    0  1.0E+00  1.4E+00  1.879E+02  2.715E+06
  515  619     0     0  con    0  1.0E+00  1.1E+00  3.333E+02  2.715E+06
  516  620     0     0  con    0  1.0E+00  1.4E+00  2.836E+02  2.715E+06
  517  621     0     0  con    0  1.0E+00  7.1E-01  1.095E+02  2.715E+06
  518  622     0     0  con    0  1.0E+00  5.0E-01  1.429E+02  2.715E+06
  519  623     0     0  con    0  1.0E+00  1.2E+00  2.247E+02  2.714E+06
  520  624     0     0  con    0  1.0E+00  9.0E-01  4.482E+02  2.714E+06
  521  625     0     0  con    0  1.0E+00  6.8E-01  1.735E+02  2.714E+06
  522  626     0     0  con    0  1.0E+00  4.6E-01  1.420E+02  2.714E+06
  523  627     0     0  con    0  1.0E+00  1.5E+00  2.798E+02  2.714E+06
  524  628     0     0  con    0  1.0E+00  1.0E+00  5.538E+02  2.714E+06
  525  630     0     0  con    1  1.3E-01  1.1E+00  2.650E+02  2.714E+06
  526  631     0     0  con    0  1.0E+00  5.4E-01  1.484E+02  2.713E+06
  527  632     0     0  con    0  1.0E+00  9.4E-01  1.329E+02  2.713E+06
  528  633     0     0  con    0  1.0E+00  1.2E+00  1.686E+02  2.713E+06
  529  634     0     0  con    0  1.0E+00  1.1E+00  1.800E+02  2.713E+06
  530  635     0     0  con    0  1.0E+00  1.8E+00  9.668E+02  2.713E+06
  531  636     0     0  con    0  1.0E+00  7.5E-01  2.136E+02  2.713E+06
  532  637     0     0  con    0  1.0E+00  6.5E-01  6.227E+02  2.712E+06
  533  639     0     0  con    1  3.4E-01  6.6E-01  2.000E+02  2.712E+06
  534  640     0     0  con    0  1.0E+00  7.2E-01  1.458E+02  2.712E+06
  535  641     0     0  con    0  1.0E+00  1.3E+00  4.340E+02  2.712E+06
  536  643     0     0  con    1  3.4E-01  6.0E-01  1.529E+02  2.712E+06
  537  644     0     0  con    0  1.0E+00  3.4E-01  1.409E+02  2.712E+06
  538  645     0     0  con    0  1.0E+00  1.0E+00  1.218E+02  2.712E+06
  539  646     0     0  con    0  1.0E+00  9.4E-01  1.627E+02  2.712E+06
  540  647     0     0  con    0  1.0E+00  1.4E+00  2.741E+02  2.711E+06
  541  648     0     0  con    0  1.0E+00  8.5E-01  1.543E+02  2.711E+06
  542  649     0     0  con    0  1.0E+00  1.0E+00  1.837E+02  2.711E+06
  543  650     0     0  con    0  1.0E+00  1.3E+00  2.212E+02  2.711E+06
  544  651     0     0  con    0  1.0E+00  1.1E+00  1.818E+02  2.711E+06
  545  652     0     0  con    0  1.0E+00  1.2E+00  1.782E+02  2.711E+06
  546  653     0     0  con    0  1.0E+00  1.1E+00  1.319E+02  2.710E+06
  547  654     0     0  con    0  1.0E+00  6.3E-01  1.357E+02  2.710E+06
  548  655     0     0  con    0  1.0E+00  3.9E-01  1.216E+02  2.710E+06
  549  656     0     0  con    0  1.0E+00  2.1E-01  4.613E+01  2.710E+06
  550  657     0     0  con    0  1.0E+00  2.1E-01  5.463E+01  2.710E+06
  551  658     0     0  con    0  1.0E+00  2.3E-01  1.787E+02  2.710E+06
  552  660     0     0  con    1  4.2E-01  1.5E-01  5.220E+01  2.710E+06
  553  661     0     0  con    0  1.0E+00  8.5E-02  5.393E+01  2.710E+06
  554  662     0     0  con    0  1.0E+00  2.1E-01  6.607E+01  2.710E+06
  555  663     0     0  con    0  1.0E+00  5.8E-01  6.241E+01  2.710E+06
  556  664     0     0  con    0  1.0E+00  2.5E-01  6.864E+01  2.710E+06
  557  665     0     0  con    0  1.0E+00  4.3E-01  6.154E+01  2.710E+06
  558  666     0     0  con    0  1.0E+00  5.8E-01  9.011E+01  2.710E+06
  559  667     0     0  con    0  1.0E+00  7.8E-01  1.743E+02  2.710E+06
  560  668     0     0  con    0  1.0E+00  4.3E-01  1.441E+02  2.710E+06
  561  669     0     0  con    0  1.0E+00  7.9E-01  1.782E+02  2.710E+06
  562  670     0     0  con    0  1.0E+00  9.4E-01  1.663E+02  2.710E+06
  563  671     0     0  con    0  1.0E+00  1.0E+00  8.950E+01  2.710E+06
  564  673     0     0  con    1  2.3E-01  5.9E-01  6.084E+01  2.710E+06
  565  674     0     0  con    0  1.0E+00  6.2E-01  1.055E+02  2.710E+06
  566  675     0     0  con    0  1.0E+00  2.8E-01  7.397E+01  2.710E+06
  567  676     0     0  con    0  1.0E+00  3.1E-01  9.548E+01  2.710E+06
  568  678     0     0  con    1  9.1E-02  4.3E-01  8.440E+01  2.710E+06
  569  679     0     0  con    0  1.0E+00  2.4E-01  8.801E+01  2.710E+06
  570  680     0     0  con    0  1.0E+00  2.9E-01  8.480E+01  2.710E+06
  571  681     0     0  con    0  1.0E+00  2.9E-01  8.102E+01  2.710E+06
  572  682     0     0  con    0  1.0E+00  7.7E-01  1.380E+02  2.709E+06
  573  683     0     0  con    0  1.0E+00  6.7E-01  1.798E+02  2.709E+06
  574  684     0     0  con    0  1.0E+00  5.3E-01  1.736E+02  2.709E+06
  575  685     0     0  con    0  1.0E+00  7.8E-01  1.649E+02  2.709E+06
  576  686     0     0  con    0  1.0E+00  7.8E-01  1.182E+02  2.709E+06
  577  688     0     0  con    1  3.5E-01  6.1E-01  1.460E+02  2.709E+06
  578  689     0     0  con    0  1.0E+00  9.4E-01  5.715E+01  2.709E+06
  579  690     0     0  con    0  1.0E+00  4.5E-01  5.345E+01  2.709E+06
  580  691     0     0  con    0  1.0E+00  5.6E-01  4.564E+01  2.709E+06
  581  692     0     0  con    0  1.0E+00  2.4E-01  3.192E+01  2.709E+06
  582  693     0     0  con    0  1.0E+00  1.7E-01  3.783E+01  2.709E+06
  583  694     0     0  con    0  1.0E+00  8.7E-02  2.391E+01  2.709E+06
  584  695     0     0  con    0  1.0E+00  1.2E-01  2.775E+01  2.709E+06
  585  696     0     0  con    0  1.0E+00  7.9E-02  2.706E+01  2.709E+06
  586  697     0     0  con    0  1.0E+00  1.5E-01  3.008E+01  2.709E+06
  587  698     0     0  con    0  1.0E+00  8.6E-02  2.903E+01  2.709E+06
  588  699     0     0  con    0  1.0E+00  1.8E-01  3.690E+01  2.709E+06
  589  700     0     0  con    0  1.0E+00  2.1E-01  3.893E+01  2.709E+06
  590  701     0     0  con    0  1.0E+00  4.0E-01  4.895E+01  2.709E+06
  591  702     0     0  con    0  1.0E+00  4.5E-01  3.224E+01  2.709E+06
  592  703     0     0  con    0  1.0E+00  6.6E-01  5.804E+01  2.709E+06
  593  705     0     0  con    1  3.8E-01  9.8E-01  8.335E+01  2.709E+06
  594  707     0     0  con    1  4.4E-01  1.1E+00  1.719E+02  2.709E+06
  595  708     0     0  con    0  1.0E+00  1.1E+00  2.405E+02  2.709E+06
  596  709     0     0  con    0  1.0E+00  5.0E-01  1.562E+02  2.709E+06
  597  710     0     0  con    0  1.0E+00  1.4E+00  2.363E+02  2.709E+06
  598  711     0     0  con    0  1.0E+00  1.5E+00  1.991E+02  2.709E+06
  599  712     0     0  con    0  1.0E+00  1.0E+00  1.263E+02  2.708E+06
  600  713     0     0  con    0  1.0E+00  1.7E+00  3.109E+02  2.708E+06
  601  715     0     0  con    1  4.8E-01  7.8E-01  5.480E+01  2.708E+06
  602  716     0     0  con    0  1.0E+00  8.1E-01  1.725E+02  2.708E+06
  603  717     0     0  con    0  1.0E+00  4.1E-01  5.977E+01  2.708E+06
  604  718     0     0  con    0  1.0E+00  3.1E-01  5.223E+01  2.708E+06
  605  719     0     0  con    0  1.0E+00  3.4E-01  6.377E+01  2.708E+06
  606  721     0     0  con    1  1.7E-01  1.7E-01  9.862E+01  2.708E+06
  607  722     0     0  con    0  1.0E+00  3.7E-01  6.641E+01  2.708E+06
  608  723     0     0  con    0  1.0E+00  4.0E-01  5.212E+01  2.708E+06
  609  724     0     0  con    0  1.0E+00  7.5E-01  4.218E+01  2.708E+06
  610  725     0     0  con    0  1.0E+00  8.8E-01  5.930E+01  2.708E+06
  611  726     0     0  con    0  1.0E+00  1.4E+00  5.990E+01  2.708E+06
  612  727     0     0  con    0  1.0E+00  2.4E+00  5.115E+01  2.708E+06
  613  728     0     0  con    0  1.0E+00  4.9E+00  1.027E+02  2.708E+06
  614  729     0     0  con    0  1.0E+00  8.0E+00  1.349E+02  2.708E+06
  615  730     0     0  con    0  1.0E+00  1.2E+01  6.725E+02  2.707E+06
